Prime,Collisions,Time [mc s]
13127,3075,295485
13147,3064,295685
13151,2968,296015
13159,2884,295770
13163,3054,298303
13171,3087,296015
13177,3008,295631
13183,3069,295918
13187,3020,295833
13217,3079,295981
13219,3038,295887
13229,2985,295742
13241,3023,295833
13249,3101,296519
13259,3025,296372
13267,2969,295722
13291,3013,295691
13297,2967,295599
13309,2960,295486
13313,3088,295906
13327,3099,295283
13331,3069,297716
13337,2941,295601
13339,3058,295899
13367,2891,296095
13381,3001,295760
13397,2945,295851
13399,2934,295759
13411,2830,295652
13417,2995,296188
13421,3046,295394
13441,2801,296217
13451,3041,295744
13457,3010,295413
13463,2983,296021
13469,2914,295592
13477,2974,296220
13487,2964,295640
13499,2948,297485
13513,2828,299582
13523,2834,295923
13537,2950,295665
13553,2916,295621
13567,2886,296061
13577,3008,295878
13591,2919,296227
13597,3012,296332
13613,2991,295336
13619,2921,295741
13627,2932,295724
13633,2885,295633
13649,2964,295834
13669,2960,295804
13679,2908,296134
13681,2930,295639
13687,2941,296194
13691,2931,295794
13693,2933,295927
13697,2911,295639
13709,2910,296157
13711,2844,295387
13721,2915,295971
13723,2935,295809
13729,2902,297844
13751,2935,295506
13757,2984,296007
13759,2881,295896
13763,2918,295700
13781,2874,295772
13789,2902,295586
13799,2829,295728
13807,2866,295296
13829,2948,296158
13831,2748,295986
13841,2858,295605
13859,2818,296638
13873,2859,295933
13877,2889,297655
13879,2937,295921
13883,2929,295758
13901,2927,295669
13903,2814,295753
13907,2895,295369
13913,2841,296179
13921,2750,295738
13931,2798,295597
13933,2888,295410
13963,2865,296431
13967,2846,295801
13997,2862,297605
13999,2902,298712
14009,2855,295557
14011,2931,296202
14029,2893,296142
14033,2874,295811
14051,2843,295784
14057,2973,295413
14071,2721,295945
14081,2809,295559
14083,2808,295421
14087,2790,296024
14107,2875,295407
14143,2873,295823
14149,2877,295613
14153,2857,296074
14159,2852,295858
14173,2886,296115
14177,2697,296980
14197,2809,295416
14207,2825,296048
14221,2838,296351
14243,2781,360067
14249,2747,296121
14251,2772,296374
14281,2772,297910
14293,2836,296252
14303,2745,295601
14321,2742,298609
14323,2836,295653
14327,2750,295522
14341,2816,295918
14347,2876,295983
14369,2775,296028
14387,2749,441971
14389,2771,295835
14401,2802,295998
14407,2805,296207
14411,2855,298523
14419,2748,296028
14423,2686,295986
14431,2722,298020
14437,2889,296419
14447,2767,295872
14449,2848,296491
14461,2835,296179
14479,2803,295915
14489,2697,295557
14503,2733,296200
14519,2732,295865
14533,2793,298412
14537,2744,299911
14543,2701,295802
14549,2685,296304
14551,2736,296321
14557,2631,295749
14561,2721,295947
14563,2661,295493
14591,2766,296354
14593,2777,295964
14621,2728,295818
14627,2725,296024
14629,2719,295637
14633,2716,295759
14639,2722,295996
14653,2704,295670
14657,2732,296234
14669,2709,295825
14683,2725,296004
14699,2695,295729
14713,2677,295289
14717,2719,295605
14723,2661,295369
14731,2726,295396
14737,2755,301330
14741,2682,295541
14747,2719,296097
14753,2702,295614
14759,2737,295734
14767,2767,295453
14771,2700,295713
14779,2640,295986
14783,2812,295886
14797,2715,295789
14813,2679,295847
14821,2656,296281
14827,2738,295444
14831,2569,295596
14843,2701,295738
14851,2746,295802
14867,2768,295941
14869,2757,295822
14879,2723,295764
14887,2674,295589
14891,2686,295641
14897,2634,296279
14923,2676,295408
14929,2690,295714
14939,2649,296261
14947,2696,295488
14951,2708,232222
14957,2578,296988
14969,2599,326911
14983,2711,296167
15013,2709,295972
15017,2663,295807
15031,2644,296034
15053,2656,295575
15061,2599,295762
15073,2626,296351
15077,2617,295449
15083,2707,295533
15091,2669,295708
15101,2651,295754
15107,2651,295998
15121,2575,296096
15131,2668,296179
15137,2572,296266
15139,2607,296162
15149,2626,296390
15161,2647,318890
15173,2656,295693
15187,2599,296018
15193,2610,295968
15199,2622,295840
15217,2569,295870
15227,2597,296004
15233,2666,295376
15241,2614,296214
15259,2567,295738
15263,2622,295429
15269,2570,295675
15271,2681,296284
15277,2469,295599
15287,2579,295464
15289,2724,295864
15299,2578,295981
15307,2605,295347
15313,2599,295684
15319,2622,295566
15329,2583,295696
15331,2570,448048
15349,2620,295907
15359,2655,298471
15361,2554,295509
15373,2685,296031
15377,2655,295989
15383,2529,295843
15391,2602,295949
15401,2651,296119
15413,2549,295379
15427,2499,297305
15439,2607,298666
15443,2608,295658
15451,2574,296055
15461,2570,295584
15467,2489,295841
15473,2571,295480
15493,2524,295753
15497,2725,295977
15511,2527,295687
15527,2656,295731
15541,2580,295961
15551,2679,295850
15559,2594,295454
15569,2574,295513
15581,2560,295512
15583,2538,296039
15601,2582,295952
15607,2531,296018
15619,2562,295571
15629,2562,295646
15641,2599,295973
15643,2507,295902
15647,2545,295434
15649,2592,295834
15661,2556,297663
15667,2568,295502
15671,2626,295653
15679,2515,295537
15683,2471,295636
15727,2581,295818
15731,2468,295589
15733,2577,296119
15737,2564,295474
15739,2551,296265
15749,2567,296387
15761,2479,295788
15767,2497,296029
15773,2487,296384
15787,2559,297524
15791,2482,295601
15797,2506,295755
15803,2477,296187
15809,2526,295379
15817,2565,295841
15823,2522,296098
15859,2482,295471
15877,2512,295551
15881,2482,295503
15887,2497,296091
15889,2542,296924
15901,2530,298489
15907,2511,296549
15913,2519,295465
15919,2487,297072
15923,2634,295821
15937,2502,295896
15959,2526,295500
15971,2510,295718
15973,2565,296092
15991,2467,402466
16001,2402,295903
16007,2523,295802
16033,2538,295702
16057,2478,295836
16061,2510,296565
16063,2558,295926
16067,2465,295893
16069,2570,296269
16073,2499,295978
16087,2505,295353
16091,2458,295688
16097,2481,295970
16103,2431,295374
16111,2530,295481
16127,2446,295896
16139,2546,295693
16141,2467,295302
16183,2425,295494
16187,2386,295717
16189,2449,295294
16193,2433,295500
16217,2530,295774
16223,2394,295361
16229,2446,295508
16231,2439,367368
16249,2398,295535
16253,2427,295796
16267,2447,295683
16273,2464,295737
16301,2419,295468
16319,2417,297421
16333,2473,298582
16339,2504,296085
16349,2488,295863
16361,2417,295901
16363,2433,295889
16369,2370,295679
16381,2473,295879
16411,2427,296216
16417,2499,296580
16421,2512,298362
16427,2459,296334
16433,2435,295819
16447,2377,295780
16451,2424,295698
16453,2441,296185
16477,2450,295564
16481,2465,295476
16487,2441,296255
16493,2477,295648
16519,2392,295576
16529,2456,295992
16547,2481,295904
16553,2376,295621
16561,2381,295581
16567,2488,295704
16573,2444,295902
16603,2337,295917
16607,2449,296053
16619,2440,295515
16631,2409,295688
16633,2443,295404
16649,2397,295986
16651,2401,295419
16657,2430,295890
16661,2406,295909
16673,2447,295532
16691,2344,295642
16693,2503,296526
16699,2365,296626
16703,2343,295771
16729,2506,295949
16741,2382,295935
16747,2328,295615
16759,2368,295654
16763,2374,297146
16787,2388,295735
16811,2458,295670
16823,2396,295732
16829,2254,295557
16831,2345,348731
16843,2312,308332
16871,2353,296131
16879,2404,295355
16883,2367,295679
16889,2395,296578
16901,2385,295728
16903,2359,295599
16921,2400,295959
16927,2470,295522
16931,2338,297018
16937,2312,299300
16943,2318,296480
16963,2346,295780
16979,2376,296086
16981,2412,296121
16987,2387,295519
16993,2353,295447
17011,2373,295730
17021,2379,295796
17027,2371,295507
17029,2376,296476
17033,2324,251253
17041,2273,295798
17047,2418,295727
17053,2374,296066
17077,2420,295730
17093,2293,296214
17099,2358,295492
17107,2401,295728
17117,2304,295472
17123,2346,295819
17137,2354,296327
17159,2350,296024
17167,2338,295727
17183,2294,295940
17189,2303,295948
17191,2242,295538
17203,2391,295741
17207,2319,296161
17209,2402,295415
17231,2330,295597
17239,2300,295492
17257,2347,295560
17291,2371,295510
17293,2311,295763
17299,2284,295712
17317,2303,295849
17321,2273,295679
17327,2353,295758
17333,2308,325545
17341,2328,295756
17351,2288,295949
17359,2292,297469
17377,2333,295596
17383,2364,295745
17387,2339,297021
17389,2300,295402
17393,2363,295692
17401,2378,296284
17417,2371,295629
17419,2295,297040
17431,2317,299377
17443,2317,296089
17449,2295,295773
17467,2239,295837
17471,2312,295846
17477,2328,295711
17483,2341,295733
17489,2264,296016
17491,2308,295795
17497,2340,295439
17509,2214,295739
17519,2356,295853
17539,2252,295566
17551,2337,295754
17569,2212,296143
17573,2362,296109
17579,2269,295507
17581,2261,296135
17597,2277,296025
17599,2234,295650
17609,2324,296064
17623,2284,295703
17627,2266,295393
17657,2103,296053
17659,2368,296169
17669,2285,295807
17681,2329,295522
17683,2239,295957
17707,2266,295698
17713,2328,295432
17729,2286,295709
17737,2256,295726
17747,2209,295364
17749,2228,295542
17761,2245,295862
17783,2289,295869
17789,2242,295739
17791,2223,296564
17807,2280,302997
17827,2274,299802
17837,2305,295866
17839,2253,295840
17851,2177,295942
17863,2295,295599
17881,2271,295574
17891,2328,296118
17903,2206,295802
17909,2181,295901
17911,2282,295873
17921,2281,297427
17923,2178,298406
17929,2284,296095
17939,2213,296067
17957,2303,297229
17959,2202,295434
17971,2228,295964
17977,2168,295618
17981,2220,295605
17987,2245,295802
17989,2219,295897
18013,2231,295588
18041,2180,295894
18043,2201,296033
18047,2191,295690
18049,2192,295663
18059,2199,296576
18061,2195,295737
18077,2175,295659
18089,2123,296716
18097,2171,295451
18119,2176,295521
18121,2248,295535
18127,2221,295941
18131,2255,295637
18133,2281,295744
18143,2169,295612
18149,2141,296087
18169,2187,295627
18181,2223,295865
18191,2225,312662
18199,2173,295419
18211,2118,295552
18217,2347,295911
18223,2259,295535
18229,2170,295943
18233,2155,295738
18251,2219,296023
18253,2159,295626
18257,2184,295715
18269,2231,295557
18287,2159,295386
18289,2200,295578
18301,2104,295658
18307,2206,296049
18311,2232,295699
18313,2244,295667
18329,2197,295837
18341,2119,295894
18353,2209,295594
18367,2114,295916
18371,2114,297851
18379,2123,299595
18397,2124,296350
18401,2097,295632
18413,2191,295764
18427,2099,295790
18433,2118,296049
18439,2167,295619
18443,2197,295669
18451,2227,296217
18457,2197,295795
18461,2219,296062
18481,2091,295678
18493,2172,295478
18503,2158,295778
18517,2079,295794
18521,2179,296994
18523,2114,295567
18539,2199,295717
18541,2151,296156
18553,2061,295484
18583,2207,295842
18587,2167,295927
18593,2159,295975
18617,2119,302120
18637,2190,295973
18661,2120,296265
18671,2150,295657
18679,2174,295801
18691,2109,295989
18701,2121,295531
18713,2210,295481
18719,2039,295746
18731,2086,295583
18743,2181,295787
18749,2060,295820
18757,2161,296899
18773,2129,295292
18787,2095,296009
18793,2167,295849
18797,2135,295401
18803,2055,295258
18839,2056,295475
18859,2062,296218
18869,2131,295448
18899,2071,295491
18911,2118,296058
18913,2112,295605
18917,2117,296048
18919,2114,295601
18947,2057,295444
18959,2110,297494
18973,2105,298052
18979,2089,295671
19001,2083,295445
19009,2035,295765
19013,2142,295576
19031,2074,295444
19037,2095,295433
19051,2226,295442
19069,2081,296052
19073,2084,295553
19079,2197,295385
19081,2061,295684
19087,2041,295735
19121,2100,295720
19139,2063,295525
19141,2131,296463
19157,2140,295543
19163,2065,295550
19181,2121,296059
19183,2067,295476
19207,2102,295710
19211,2108,296144
19213,2056,295691
19219,2069,296058
19231,2120,295532
19237,2057,295701
19249,2104,295775
19259,2129,295732
19267,1983,295773
19273,2101,295599
19289,2122,295915
19301,2186,295768
19309,2070,295554
19319,2041,295406
19333,2052,295861
19373,2054,295987
19379,2049,295678
19381,2052,295632
19387,2081,295507
19391,2045,295607
19403,2060,295706
19417,2040,297065
19421,2020,295927
19423,2026,295424
19427,2111,295940
19429,2104,382886
19433,2122,295529
19441,2050,441032
19447,2089,296165
19457,2032,296409
19463,2005,298161
19469,2074,296309
19471,2010,295744
19477,1983,295814
19483,2068,295929
19489,1989,295896
19501,2083,295633
19507,2015,295889
19531,2066,295883
19541,2050,295501
19543,2100,295808
19553,1938,295668
19559,2029,295462
19571,2119,295431
19577,2110,295269
19583,2080,296139
19597,1995,253205
19603,1993,296031
19609,2125,296120
19661,2064,295758
19681,2051,295660
19687,2078,296032
19697,2019,295491
19699,2065,295820
19709,1991,295625
19717,2085,296177
19727,1974,295581
19739,2010,296245
19751,2028,296294
19753,2004,295375
19759,2076,295706
19763,2008,295713
19777,2005,295810
19793,2024,295389
19801,2002,295880
19813,1999,296749
19819,2034,295477
19841,2003,295989
19843,1924,296379
19853,2031,296342
19861,1978,296111
19867,2110,295667
19889,1995,295964
19891,2082,295734
19913,2112,295641
19919,2002,295704
19927,2032,295586
19937,1966,295416
19949,1988,295347
19961,1972,296846
19963,2006,298507
19973,2084,295911
19979,1979,295901
19991,2019,297583
19993,2001,295380
19997,1908,295458
20011,1991,295622
20021,1950,295656
20023,2023,295561
20029,2041,295865
20047,2056,295892
20051,2014,295703
20063,2034,296197
20071,1974,295928
20089,1918,295854
20101,1957,296165
20107,1981,295993
20113,2037,296647
20117,1959,295635
20123,1934,296066
20129,1967,436229
20143,2000,295659
20147,1977,295656
20149,2091,295462
20161,2022,295570
20173,1992,295652
20177,2023,296234
20183,1967,295856
20201,1928,295687
20219,1980,295467
20231,1952,295864
20233,1988,295705
20249,1975,295923
20261,1940,295442
20269,1996,295704
20287,1972,295887
20297,1982,295968
20323,1936,295802
20327,1960,295501
20333,1898,399409
20341,1931,295505
20347,1984,295673
20353,1962,296215
20357,1987,295499
20359,1981,295664
20369,1982,295675
20389,2041,296080
20393,1908,295703
20399,1942,295521
20407,2017,297288
20411,1867,299965
20431,1959,295831
20441,2063,296075
20443,1932,295805
20477,1878,295817
20479,1986,295525
20483,1917,295875
20507,1951,295647
20509,1979,295232
20521,1979,295707
20533,1924,295465
20543,2025,295654
20549,1992,295583
20551,1960,295444
20563,2015,295608
20593,1971,295519
20599,1820,295951
20611,2007,295453
20627,1935,295688
20639,1906,295521
20641,1944,295554
20663,2010,295410
20681,1982,295593
20693,1873,295586
20707,1963,295530
20717,1945,295608
20719,1902,295642
20731,1959,295637
20743,1917,295531
20747,1900,296020
20749,1960,295277
20753,1914,295854
20759,1904,295660
20771,1912,295537
20773,1960,295436
20789,1907,297349
20807,1947,295650
20809,1917,295297
20849,1928,295460
20857,1857,295443
20873,1906,295491
20879,1968,295709
20887,1913,295312
20897,1934,295665
20899,1913,295712
20903,1870,295623
20921,1862,295484
20929,1917,295711
20939,1971,295559
20947,1871,295608
20959,1953,296824
20963,1938,298042
20981,1876,295846
20983,1905,296262
21001,1928,295698
21011,1800,295705
21013,1833,295558
21017,1887,295493
21019,1896,296140
21023,1889,295643
21031,1894,295301
21059,1933,295574
21061,1910,295509
21067,1943,295711
21089,1834,295482
21101,1864,295566
21107,1997,295980
21121,1882,295965
21139,1908,295879
21143,1832,295615
21149,1854,296373
21157,1844,295738
21163,1955,295963
21169,1902,295920
21179,1925,295642
21187,1860,295645
21191,1865,295634
21193,1934,295550
21211,1798,295658
21221,1936,296508
21227,1866,295662
21247,1845,295561
21269,1873,295823
21277,1855,295829
21283,1911,295602
21313,1909,295688
21317,1846,295594
21319,1870,295591
21323,1984,451541
21341,1905,295651
21347,1946,295530
21377,1856,296100
21379,1835,297169
21383,1890,295818
21391,1864,295588
21397,1911,295518
21401,1867,295645
21407,1863,295504
21419,1794,295905
21433,1868,302120
21467,1912,297177
21481,1839,298896
21487,1881,296305
21491,1865,296346
21493,1835,295868
21499,1890,295661
21503,1821,299814
21517,1809,295849
21521,1948,295823
21523,1874,295834
21529,1838,295705
21557,1784,296395
21559,1851,296073
21563,1867,295908
21569,1870,295765
21577,1923,295888
21587,1873,296672
21589,1889,296604
21599,1885,296007
21601,1788,295830
21611,1861,296201
21613,1929,296208
21617,1852,295954
21647,1854,301938
21649,1863,295854
21661,1856,296154
21673,1934,295794
21683,1905,295827
21701,1874,295646
21713,1893,296302
21727,1797,295847
21737,1848,295990
21739,1888,295766
21751,1829,295996
21757,1767,296493
21767,1822,296085
21773,1824,295876
21787,1883,296920
21799,1829,295777
21803,1769,295740
21817,1908,296296
21821,1868,296203
21839,1805,296046
21841,1829,295888
21851,1910,295971
21859,1832,295749
21863,1838,296761
21871,1851,296968
21881,1754,296633
21893,1818,296569
21911,1856,296750
21929,1843,298244
21937,1844,299963
21943,1842,296826
21961,1850,296965
21977,1819,296983
21991,1840,296819
21997,1862,297016
22003,1826,296580
22013,1834,296622
22027,1850,296712
22031,1815,296690
22037,1840,296663
22039,1857,296814
22051,1884,297170
22063,1875,296792
22067,1833,296984
22073,1735,297089
22079,1880,296686
22091,1796,296907
22093,1808,296806
22109,1819,297089
22111,1809,296850
22123,1828,296875
22129,1744,297044
22133,1773,296832
22147,1863,296535
22153,1820,296795
22157,1831,296690
22159,1749,296772
22171,1841,296629
22189,1775,296463
22193,1724,296549
22229,1837,296559
22247,1844,296653
22259,1828,296784
22271,1820,296962
22273,1845,296567
22277,1721,296953
22279,1809,296516
22283,1758,296531
22291,1796,297144
22303,1864,296809
22307,1833,296948
22343,1772,297046
22349,1779,296860
22367,1817,296820
22369,1757,296743
22381,1768,296770
22391,1778,296968
22397,1729,296710
22409,1847,297801
22433,1777,299899
22441,1822,297246
22447,1827,296895
22453,1797,296806
22469,1788,296803
22481,1843,296889
22483,1809,296828
22501,1677,296860
22511,1744,296592
22531,1740,296644
22541,1784,296838
22543,1708,296865
22549,1773,296886
22567,1745,297235
22571,1780,296775
22573,1799,296792
22613,1743,297557
22619,1750,296823
22621,1758,296945
22637,1778,296909
22639,1697,296695
22643,1855,296750
22651,1860,296817
22669,1826,296803
22679,1806,296926
22691,1845,296752
22697,1717,297008
22699,1798,296576
22709,1757,296887
22717,1824,296598
22721,1798,296763
22727,1765,296806
22739,1737,296696
22741,1792,296400
