726,832,741,760,806,955,1163,1534,2181,3734,6979,12658,24429,48410,95696,312273,617043,751531,1495066,3006304,6066347,12207246,24382212,
712,717,747,749,817,967,1178,1513,2265,3670,6557,12829,24360,48747,95269,306541,603698,749567,1503163,2967845,6092847,12523076,25482731,
729,717,722,747,824,966,1163,1542,2276,3847,6771,12829,24768,49044,96080,322417,637668,769903,1521215,3066306,6266177,12598109,26134540,
768,732,754,748,817,957,1175,1534,2315,3773,6755,12970,24813,48883,97034,309696,612354,763534,1543618,3064080,6111201,12500441,24824796,
-1,767,738,749,807,913,1114,1452,2164,3579,6427,13158,23537,47451,89241,294594,593811,738247,1489878,2941141,6010257,12154670,24767141,
-1,-1,800,812,856,986,1178,1551,2270,3717,6780,13050,23534,46405,92220,304726,607431,750542,1504417,2971381,6024882,12354108,24810807,
-1,943,1081,995,952,988,1167,1530,2266,3739,6626,14434,24810,48790,97085,283365,658959,784257,1529520,3073337,6264824,12546054,24885237,
-1,1212,985,939,893,1021,1186,1524,2246,3812,6489,13278,23089,46712,94099,201965,413369,763688,1497577,3076222,6135852,12248001,24172429,
-1,-1,-1,1119,1027,1151,1262,1633,2275,4067,6764,12752,24563,46508,96567,197418,381453,756527,1464980,2978405,6013037,12278724,24392474,
-1,-1,-1,-1,1200,1181,1261,1628,2232,3768,6790,12901,23929,48628,88491,190070,468350,715187,1520943,2954183,6027220,12202688,24177453,
-1,-1,-1,-1,1569,1484,1422,1885,2400,3846,7029,12883,24710,47682,96918,187337,365785,707464,1428741,3000103,6021683,12280624,24832601,
-1,-1,-1,-1,2105,1962,1870,2187,3025,4436,7248,14020,25902,50807,100569,189661,396556,740984,1496490,3125756,6161500,12466912,24412995,
-1,-1,-1,-1,4301,3122,2611,2832,2747,4295,6652,13935,23477,44988,98753,178579,364701,718896,1413100,3016794,6086312,12270059,24525833,
-1,-1,19681,10365,7783,4928,3990,3018,3762,5232,8525,13246,24948,49841,92378,176989,358991,737253,1455582,2953349,6014495,12206909,24286216,
-1,-1,29379,24642,12993,10022,7961,6380,6485,7585,9991,14565,26687,51803,95572,182044,390451,714558,1435366,2961072,5953415,12158347,24448887,
-1,-1,-1,-1,21931,23170,11444,9950,9310,7797,11149,17147,27377,50492,92614,183154,356649,716526,1517245,2915744,6003919,12473015,24880094,
-1,-1,-1,76106,51726,40850,27503,20307,14748,14933,13564,24448,32332,51942,102803,191498,387213,795273,1565083,3119071,6168254,12452393,24460627,
-1,-1,-1,168945,109671,86425,53683,43366,43113,22996,26949,30701,41414,68157,108083,187373,370944,727350,1444045,3001382,6068859,12244570,24412801,
-1,-1,-1,-1,206811,125240,103882,77864,64097,60480,44029,38402,57195,76995,110874,216403,398980,745332,1523551,3055997,6064297,12199271,
-1,-1,-1,-1,-1,300377,217386,132936,109015,99365,117722,119971,99315,88040,145827,218926,470958,784569,1615650,3080324,6134488,12342686,
-1,-1,-1,-1,965988,644245,493558,365533,314588,220243,142922,140396,150255,189322,190290,300544,500666,865304,1505690,3138653,6052570,12433574,
-1,-1,-1,-1,1471560,974357,830529,506908,468981,437350,418998,238766,291746,207472,361544,315229,487929,931124,1662165,3273523,6295131,12809837,
-1,-1,-1,4786629,3833091,2125780,1598014,986005,1106662,702516,756937,431698,501693,424268,428216,549024,800681,1073050,



























