23,30,28,43,69,128,231,451,859,1661,3254,6802,13093,25770,52008,102037,206979,410531,805168,1689043,3306648,6708874,13838324,
25,27,32,45,68,132,333,476,907,1629,3072,6351,13729,26433,49958,98374,192895,407450,824452,1705510,3347778,6490434,13239977,
33,37,41,55,81,143,267,484,895,1696,3103,6217,13314,27067,52499,104722,206517,404231,801439,1684852,3227670,6612791,12976244,
45,56,56,77,100,157,280,503,891,1744,3303,6517,13181,25960,51707,102133,205409,408192,822321,1655536,3280389,6532352,13045045,
-1,76,94,150,131,199,300,499,899,1717,3315,6493,12162,25852,51206,102141,203033,411283,817045,1634817,3256377,6523271,12922129,
-1,-1,159,175,197,254,353,554,954,1767,3366,6730,12977,25885,51344,102680,205048,410079,820366,1668563,3328296,6636369,13190700,
-1,260,268,305,318,378,495,714,1157,2067,3503,6694,13113,25944,51644,102724,205600,410541,820760,1666489,3256211,6512928,12986224,
-1,536,525,576,596,652,749,953,1350,2149,3782,6880,13504,25431,49995,100922,198791,401464,800948,1659767,3260543,6519704,13018454,
-1,-1,-1,1552,1563,1617,1709,1913,2308,3114,4919,7919,14392,27364,53644,105875,206471,412064,821571,1680605,3270953,6549198,13124146,
-1,-1,-1,-1,2751,2850,2917,3197,3693,4355,5926,9222,15768,28584,53998,105670,208362,413732,822801,1662326,3280252,6522167,13040502,
-1,-1,-1,-1,4537,4608,5019,5149,5627,6177,7785,11431,17845,43323,65091,108697,209586,414866,825866,1676570,3284521,6551058,13096616,
-1,-1,-1,-1,11514,11815,11885,11901,12452,13128,14697,18388,24428,37186,62862,114043,216556,421763,830432,1705144,3289039,6783022,13124846,
-1,-1,-1,-1,14502,14255,14603,14826,15418,16532,17937,20714,27603,41247,66574,117027,219835,424628,835598,1678655,3288027,6544100,13068079,
-1,-1,31837,31959,32231,32860,31739,32254,32578,34304,35868,39062,45605,57897,83002,134631,236754,441499,855564,1704833,3311075,6562969,13071795,
-1,-1,53223,54020,54485,53938,54608,53822,53841,55945,57259,61209,66741,79529,106031,157351,258618,463921,888769,1703659,3338045,6566963,13083292,
-1,-1,-1,-1,130834,130606,131246,132001,131862,133937,136417,139190,145744,158742,184025,236464,373496,558568,962007,1794908,3407425,6640275,13093564,
-1,-1,-1,233874,233518,234743,233357,233232,234453,233605,240510,243683,260354,262767,284948,337307,478507,720303,1061778,1879046,3511310,6782884,13277465,
-1,-1,-1,542193,547084,544711,550522,556167,544300,546063,569366,556901,555847,570165,602346,648283,748603,960314,1364055,2188262,3821503,7062518,13575393,
-1,-1,-1,-1,1035372,1047490,1036323,1037999,1037453,1037947,1040408,1044081,1049809,1063609,1089300,1141548,1238886,1461661,1851761,2676922,4302612,7557662,
-1,-1,-1,-1,-1,2423151,2428975,2425433,2426236,2426527,2429272,2432912,2436063,2451972,2478945,2530386,2629512,2838868,3250085,4065945,5699484,8943034,
-1,-1,-1,-1,3848899,3851603,3850703,3848160,3851481,3850898,3855401,3855817,3856961,3871564,3890653,3940665,4042772,4248939,4651220,5475341,7100460,10336169,
-1,-1,-1,-1,7546024,7560950,7551924,7551003,7512733,7506666,7501427,7524069,7524986,7557589,7585118,7614563,7720101,7921384,8330142,9140078,10761186,13991931,
-1,-1,-1,13581284,13579019,13573887,13595722,13604961,13631808,13604175,13621665,13634786,13636599,13642895,13644487,13747058,13803857,13994814,



























